1	0	9.77670002	-3.549000025
1	0	8.910699844	-3.049000025
1	0	8.910699844	-2.049000025
1	0	9.77670002	-1.549000025
1	0	10.6427002	-2.049000025
1	0	10.6427002	-3.049000025
2	0	9.77670002	-0.549000025
1	0	10.6427002	-0.048999999
1	0	11.50879955	-0.549000025
1	0	11.50879955	-1.549000025
2	0	10.6427002	0.950999975
2	0	8.044699669	-3.549000025
1	0	7.178599834	-3.049000025
1	0	7.178599834	-2.049000025
1	0	8.044699669	-1.549000025
1	0	7.178599834	0.950999975
1	0	8.940699577	0.0416
1	0	9.279399872	0.982500017
1	0	7.517399788	1.891899943
1	0	4.943200111	1.004400015
2	0	5.368999958	0.0995
1	0	6.865499973	2.932699919
2	0	4.002299786	1.343199968
1	0	7.178599834	-0.048999999
2	0	8.044699669	-0.549000025
2	0	6.411399841	-0.690400004
1	0	6.678599834	-3.914999962
1	0	6.178599834	-3.049000025
1	0	4.728099823	-1.128800035
1	0	6.396699905	-0.057599999
1	0	5.751200199	0.706200004
1	0	4.082600117	-0.365099996
1	0	3.564199924	-3.038199902
2	0	4.560800076	-3.121900082
1	0	2.85529995	-0.409099996
2	0	2.800400019	-3.683599949
1	0	5.37349987	-1.89260006
2	0	6.312600136	-1.549000025
2	0	5.201600075	-2.877799988
1	0	2.09829998	0.244299993
1	0	2	-0.926999986
1	0	7.052899837	3.914999962
1	0	5.989200115	3.414499998
1	0	7.856100082	2.832799911
1	0	3.437099934	0.398699999
2	0	12.37479973	-0.048999999
1	0	13.2407999	-0.549000025
4	0	2.865999937	-0.432999998
1	0	3.732000113	-0.933000028
4	0	4.598100185	-0.432999998
1	0	4.598100185	0.566999972
1	0	3.73210001	1.067000031
1	0	2.865999937	0.566999972
2	0	3.732000113	-1.932999969
2	0	5.464099884	1.067000031
2	0	2	1.067000031
1	0	3.23210001	1.932999969
7	0	4.23210001	1.932999969
1	0	4.598100185	0.75
1	0	4.598100185	-0.25
4	0	4.598100185	-1.25
4	0	5.464099884	1.25
1	0	6.33010006	0.75
1	0	7.196199894	1.25
4	0	3.73210001	1.25
1	0	2.865999937	0.75
1	0	2	1.25
2	-1	3.73210001	2
4	1	3.73210001	1
1	0	2.865999937	0.5
1	0	4.598100185	0.5
1	0	2	1
1	0	2.865999937	-0.5
1	0	5.464099884	1
1	0	4.598100185	-0.5
1	0	3.732000113	-1
4	0	3.732000113	-2
1	0	2.865999937	-0.673900008
4	0	2.865999937	-1.673900008
1	0	3.732000113	-2.173899889
1	0	4.598100185	-1.673900008
1	0	4.598100185	-0.673900008
4	0	3.73210001	-0.173899993
2	0	2	-0.173899993
4	0	3.732000113	-3.173899889
1	0	3.73210001	0.826099992
2	0	4.541100025	1.413900018
1	0	4.23210001	2.364900112
1	0	3.23210001	2.364900112
1	0	2.923000097	1.413900018
22	0	2.644299984	3.173899889
1	0	4.8197999	3.173899889
2	0	5.814400196	3.069400072
1	0	2	0.933000028
1	0	2.865999937	0.432999998
1	0	3.865999937	0.432999998
7	0	4.366000175	1.299000025
1	0	4.366000175	-0.432999998
2	0	3.865999937	-1.299000025
2	0	5.366000175	-0.432999998
1	0	5.866000175	-1.299000025
1	0	2	-0.067000002
2	0	5.858099937	1.379999995
1	0	5.549099922	0.42899999
1	0	4.598100185	0.119999997
2	0	6.136899948	-0.379999995
1	0	4.598100185	-0.879999995
1	0	3.73210001	0.620000005
1	0	5.549099922	-1.189100027
1	0	3.73210001	-1.379999995
4	1	2.865999937	0.119999997
1	0	2.865999937	-0.879999995
2	-1	2	0.620000005
1	0	3.779599905	-1.982200027
1	0	5.314700127	-0.739099979
1	0	7.146699905	-1.497900009
1	0	7.405499935	-0.532000005
1	0	5.573500156	0.226799995
5	0	4.836900234	1.209499955
2	0	4.336900234	2.075500011
1	0	2.97059989	-0.58099997
1	0	2.865999937	-1.575500011
2	0	2	-2.075500011
16	0	5.464099884	0.25
1	0	4.598100185	0.75
1	0	3.73210001	0.25
2	0	2.865999937	0.75
1	0	2.865999937	1.75
1	0	2	2.25
2	0	3.73210001	-0.75
1	0	2.865999937	-1.25
1	0	2.865999937	-2.25
1	0	6.33010006	0.75
1	0	7.196199894	0.25
2	0	8.062199593	0.75
1	0	8.928199768	0.25
1	0	9.794199944	0.75
2	0	7.196199894	-0.75
1	0	8.062199593	-1.25
1	0	8.062199593	-2.25
4	0	6.33010006	0.25
1	0	5.464099884	-0.25
